ISO 8601 Time,Temperature (C)
time,temp
2019-04-17T12:09:34.000,20.1397
2019-04-17T12:11:34.000,20.5680
2019-04-17T12:13:34.000,21.1844
2019-04-17T12:15:34.000,22.0143
2019-04-17T12:17:34.000,22.4610
2019-04-17T12:19:34.000,22.0995
2019-04-17T12:21:34.000,21.6067
2019-04-17T12:23:34.000,21.6259
2019-04-17T12:25:34.000,21.2721
2019-04-17T12:27:34.000,20.5557
2019-04-17T12:29:34.000,19.4476
2019-04-17T12:31:34.000,18.1951
2019-04-17T12:33:34.000,17.2370
2019-04-17T12:35:34.000,17.2521
2019-04-17T12:37:34.000,17.1576
2019-04-17T12:39:34.000,16.5531
2019-04-17T12:41:34.000,16.3994
2019-04-17T12:43:34.000,16.7231
2019-04-17T12:45:34.000,16.1427
2019-04-17T12:47:34.000,15.9930
2019-04-17T12:49:34.000,16.2498
2019-04-17T12:51:34.000,15.7455
2019-04-17T12:53:34.000,16.0603
2019-04-17T12:55:34.000,15.9778
2019-04-17T12:57:34.000,15.6644
2019-04-17T12:59:34.000,16.2319
2019-04-17T13:01:34.000,15.9682
2019-04-17T13:03:34.000,15.7717
2019-04-17T13:05:34.000,16.1605
2019-04-17T13:07:34.000,15.8913
2019-04-17T13:09:34.000,15.8913
2019-04-17T13:11:34.000,16.2388
2019-04-17T13:13:34.000,15.9820
2019-04-17T13:15:34.000,15.5351
2019-04-17T13:17:34.000,15.5488
2019-04-17T13:19:34.000,15.2638
2019-04-17T13:21:34.000,15.1136
2019-04-17T13:23:34.000,15.3313
2019-04-17T13:25:34.000,14.8571
2019-04-17T13:27:34.000,14.7894
2019-04-17T13:29:34.000,14.9385
2019-04-17T13:31:34.000,14.7535
2019-04-17T13:33:34.000,14.9316
2019-04-17T13:35:34.000,14.8860
2019-04-17T13:37:34.000,14.7038
2019-04-17T13:39:34.000,14.8778
2019-04-17T13:41:34.000,15.0185
2019-04-17T13:43:34.000,14.9895
2019-04-17T13:45:34.000,15.1756
2019-04-17T13:47:34.000,15.1770
2019-04-17T13:49:34.000,15.0088
2019-04-17T13:51:34.000,15.1012
2019-04-17T13:53:34.000,15.5020
2019-04-17T13:55:34.000,15.0019
2019-04-17T13:57:34.000,15.0529
2019-04-17T13:59:34.000,15.8349
2019-04-17T14:01:34.000,16.1509
2019-04-17T14:03:34.000,15.8088
2019-04-17T14:05:34.000,15.2790
2019-04-17T14:07:34.000,15.0102
2019-04-17T14:09:34.000,14.8460
2019-04-17T14:11:34.000,15.5873
2019-04-17T14:13:34.000,15.6025
2019-04-17T14:15:34.000,15.0750
2019-04-17T14:17:34.000,15.0764
2019-04-17T14:19:34.000,15.3946
2019-04-17T14:21:34.000,15.4401
2019-04-17T14:23:34.000,15.3740
2019-04-17T14:25:34.000,15.2721
