ISO 8601 Time,Speed (cm/s),Bearing (degrees),Velocity-N (cm/s),Velocity-E (cm/s)
2019-07-10T15:01:50.000,0.28,184.55,-0.28,-0.02
2019-07-10T15:03:50.000,0.34,194.53,-0.33,-0.09
2019-07-10T15:05:50.000,0.28,214.67,-0.23,-0.16
2019-07-10T15:07:50.000,0.34,196.58,-0.33,-0.10
2019-07-10T15:09:50.000,0.34,188.86,-0.34,-0.05
2019-07-10T15:11:50.000,0.40,198.01,-0.38,-0.12
2019-07-10T15:13:50.000,0.46,191.86,-0.45,-0.09
2019-07-10T15:15:50.000,0.46,183.96,-0.45,-0.03
2019-07-10T15:17:50.000,0.40,201.43,-0.37,-0.15
2019-07-10T15:19:50.000,0.28,181.47,-0.28,-0.01
2019-07-10T15:21:50.000,0.34,174.51,-0.34,0.03
2019-07-10T15:23:50.000,0.34,193.84,-0.33,-0.08
2019-07-10T15:25:50.000,0.28,190.49,-0.28,-0.05
2019-07-10T15:27:50.000,0.40,198.12,-0.38,-0.12
2019-07-10T15:29:50.000,0.28,181.93,-0.28,-0.01
2019-07-10T15:31:50.000,0.28,182.87,-0.28,-0.01
2019-07-10T15:33:50.000,0.28,212.65,-0.24,-0.15
2019-07-10T15:35:50.000,0.23,197.12,-0.22,-0.07
2019-07-10T15:37:50.000,0.23,185.26,-0.23,-0.02
2019-07-10T15:39:50.000,0.34,195.85,-0.33,-0.09
2019-07-10T15:41:50.000,0.28,197.00,-0.27,-0.08
2019-07-10T15:43:50.000,0.51,193.89,-0.50,-0.12
2019-07-10T15:45:50.000,0.23,171.57,-0.23,0.03
2019-07-10T15:47:50.000,0.28,229.04,-0.19,-0.22
2019-07-10T15:49:50.000,0.28,225.55,-0.20,-0.20
2019-07-10T15:51:50.000,0.28,177.31,-0.28,0.01
2019-07-10T15:53:50.000,0.28,185.11,-0.28,-0.03
2019-07-10T15:55:50.000,0.46,213.55,-0.38,-0.25
2019-07-10T15:57:50.000,0.28,171.57,-0.28,0.04
2019-07-10T15:59:50.000,0.34,177.56,-0.34,0.01
2019-07-10T16:01:50.000,0.34,190.96,-0.34,-0.07
2019-07-10T16:03:50.000,1.74,181.71,-1.74,-0.05
2019-07-10T16:05:50.000,0.40,201.80,-0.37,-0.15
2019-07-10T16:07:50.000,0.46,197.03,-0.44,-0.13
2019-07-10T16:09:50.000,0.40,191.90,-0.39,-0.08
2019-07-10T16:11:50.000,0.34,196.11,-0.33,-0.09
2019-07-10T16:13:50.000,0.40,155.97,-0.36,0.16
2019-07-10T16:15:50.000,0.34,163.98,-0.33,0.09
2019-07-10T16:17:50.000,3.63,186.15,-3.61,-0.39
2019-07-10T16:19:50.000,0.40,186.26,-0.40,-0.04
2019-07-10T16:21:50.000,0.28,179.23,-0.28,0.00
2019-07-10T16:23:50.000,0.40,182.83,-0.40,-0.02
2019-07-10T16:25:50.000,0.46,176.66,-0.46,0.03
2019-07-10T16:27:50.000,0.77,113.37,-0.30,0.71
2019-07-10T16:29:50.000,0.51,170.47,-0.51,0.08
2019-07-10T16:31:50.000,0.40,198.33,-0.38,-0.13
2019-07-10T16:33:50.000,0.40,154.19,-0.36,0.17
2019-07-10T16:35:50.000,0.40,168.09,-0.39,0.08
2019-07-10T16:37:50.000,0.46,168.26,-0.45,0.09
2019-07-10T16:39:50.000,0.46,177.92,-0.46,0.02
2019-07-10T16:41:50.000,0.51,177.27,-0.51,0.02
2019-07-10T16:43:50.000,0.51,175.64,-0.51,0.04
2019-07-10T16:45:50.000,0.46,170.71,-0.45,0.07
2019-07-10T16:47:50.000,0.40,178.84,-0.40,0.01
2019-07-10T16:49:50.000,0.40,180.67,-0.40,-0.00
2019-07-10T16:51:50.000,3.31,330.17,2.87,-1.65
2019-07-10T16:53:50.000,0.57,206.09,-0.51,-0.25
2019-07-10T16:55:50.000,0.40,182.12,-0.40,-0.01
2019-07-10T16:57:50.000,0.40,181.64,-0.40,-0.01
2019-07-10T16:59:50.000,0.40,179.85,-0.40,0.00
2019-07-10T17:01:50.000,0.46,171.35,-0.45,0.07
2019-07-10T17:03:50.000,0.46,190.86,-0.45,-0.09
2019-07-10T17:05:50.000,0.40,178.27,-0.40,0.01
2019-07-10T17:07:50.000,0.40,190.54,-0.39,-0.07
2019-07-10T17:09:50.000,1.23,75.97,0.30,1.19
2019-07-10T17:11:50.000,0.34,197.10,-0.33,-0.10
2019-07-10T17:13:50.000,0.28,175.79,-0.28,0.02
2019-07-10T17:15:50.000,0.28,177.34,-0.28,0.01
2019-07-10T17:17:50.000,0.28,177.46,-0.28,0.01
2019-07-10T17:19:50.000,0.40,185.90,-0.40,-0.04
2019-07-10T17:21:50.000,0.34,178.68,-0.34,0.01
2019-07-10T17:23:50.000,0.34,173.95,-0.34,0.04
2019-07-10T17:25:50.000,0.34,197.78,-0.33,-0.10
2019-07-10T17:27:50.000,0.28,172.13,-0.28,0.04
2019-07-10T17:29:50.000,0.34,182.62,-0.34,-0.02
2019-07-10T17:31:50.000,0.70,177.97,-0.70,0.02
2019-07-10T17:33:50.000,0.28,149.47,-0.25,0.14
2019-07-10T17:35:50.000,0.34,178.44,-0.34,0.01
2019-07-10T17:37:50.000,0.51,193.11,-0.50,-0.12
2019-07-10T17:39:50.000,0.70,203.80,-0.64,-0.28
2019-07-10T17:41:50.000,0.23,177.67,-0.23,0.01
2019-07-10T17:43:50.000,0.64,227.09,-0.43,-0.47
2019-07-10T17:45:50.000,0.28,194.99,-0.28,-0.07
2019-07-10T17:47:50.000,0.34,167.28,-0.33,0.08
2019-07-10T17:49:50.000,0.34,166.58,-0.33,0.08
2019-07-10T17:51:50.000,0.34,164.63,-0.33,0.09
2019-07-10T17:53:50.000,1.23,64.01,0.54,1.11
2019-07-10T17:55:50.000,0.34,173.44,-0.34,0.04
2019-07-10T17:57:50.000,0.17,198.61,-0.16,-0.05
2019-07-10T17:59:50.000,0.23,301.05,0.12,-0.20
2019-07-10T18:01:50.000,0.17,178.05,-0.17,0.01
2019-07-10T18:03:50.000,2.77,14.75,2.68,0.70
2019-07-10T18:05:50.000,0.40,162.90,-0.38,0.12
2019-07-10T18:07:50.000,0.34,182.52,-0.34,-0.02
2019-07-10T18:09:50.000,0.28,163.73,-0.27,0.08
2019-07-10T18:11:50.000,0.28,175.55,-0.28,0.02
2019-07-10T18:13:50.000,0.34,166.59,-0.33,0.08
2019-07-10T18:15:50.000,0.28,155.29,-0.26,0.12
2019-07-10T18:17:50.000,0.34,166.84,-0.33,0.08
2019-07-10T18:19:50.000,0.28,169.13,-0.28,0.05
2019-07-10T18:21:50.000,0.28,170.55,-0.28,0.05
2019-07-10T18:23:50.000,0.28,170.88,-0.28,0.05
2019-07-10T18:25:50.000,0.46,150.33,-0.40,0.23
2019-07-10T18:27:50.000,0.28,161.32,-0.27,0.09
2019-07-10T18:29:50.000,0.23,150.86,-0.20,0.11
2019-07-10T18:31:50.000,0.28,150.51,-0.25,0.14
2019-07-10T18:33:50.000,0.28,156.36,-0.26,0.11
2019-07-10T18:35:50.000,0.28,150.01,-0.25,0.14
2019-07-10T18:37:50.000,0.28,156.91,-0.26,0.11
2019-07-10T18:39:50.000,0.64,75.99,0.15,0.62
2019-07-10T18:41:50.000,0.34,157.20,-0.32,0.13
2019-07-10T18:43:50.000,0.28,156.93,-0.26,0.11
2019-07-10T18:45:50.000,0.34,113.75,-0.14,0.31
2019-07-10T18:47:50.000,1.23,113.50,-0.49,1.13
2019-07-10T18:49:50.000,0.28,153.31,-0.25,0.13
2019-07-10T18:51:50.000,0.28,118.28,-0.14,0.25
2019-07-10T18:53:50.000,0.34,129.63,-0.22,0.26
2019-07-10T18:55:50.000,0.34,133.95,-0.24,0.25
2019-07-10T18:57:50.000,0.28,135.63,-0.20,0.20
2019-07-10T18:59:50.000,0.28,140.47,-0.22,0.18
2019-07-10T19:01:50.000,0.23,135.73,-0.16,0.16
2019-07-10T19:03:50.000,0.28,133.61,-0.20,0.21
2019-07-10T19:05:50.000,0.28,137.23,-0.21,0.19
2019-07-10T19:07:50.000,0.28,142.28,-0.23,0.17
2019-07-10T19:09:50.000,0.28,145.78,-0.24,0.16
2019-07-10T19:11:50.000,0.28,124.18,-0.16,0.24
2019-07-10T19:13:50.000,0.23,148.07,-0.19,0.12
2019-07-10T19:15:50.000,0.28,145.88,-0.24,0.16
2019-07-10T19:17:50.000,0.34,144.94,-0.28,0.20
2019-07-10T19:19:50.000,0.28,135.74,-0.20,0.20
2019-07-10T19:21:50.000,0.28,141.12,-0.22,0.18
2019-07-10T19:23:50.000,0.28,128.62,-0.18,0.22
2019-07-10T19:25:50.000,0.28,143.28,-0.23,0.17
2019-07-10T19:27:50.000,0.28,142.45,-0.23,0.17
2019-07-10T19:29:50.000,0.23,139.73,-0.17,0.15
2019-07-10T19:31:50.000,0.34,137.39,-0.25,0.23
2019-07-10T19:33:50.000,0.34,126.98,-0.21,0.27
2019-07-10T19:35:50.000,0.28,134.83,-0.20,0.20
2019-07-10T19:37:50.000,0.28,145.00,-0.23,0.16
2019-07-10T19:39:50.000,0.28,122.09,-0.15,0.24
2019-07-10T19:41:50.000,0.23,138.12,-0.17,0.15
2019-07-10T19:43:50.000,0.23,142.08,-0.18,0.14
2019-07-10T19:45:50.000,0.28,135.52,-0.20,0.20
2019-07-10T19:47:50.000,0.28,138.26,-0.21,0.19
2019-07-10T19:49:50.000,0.28,132.92,-0.19,0.21
2019-07-10T19:51:50.000,0.23,139.76,-0.17,0.15
2019-07-10T19:53:50.000,0.28,138.93,-0.21,0.19
2019-07-10T19:55:50.000,0.28,129.21,-0.18,0.22
2019-07-10T19:57:50.000,0.28,128.23,-0.18,0.22
2019-07-10T19:59:50.000,0.28,138.67,-0.21,0.19
2019-07-10T20:01:50.000,0.34,135.27,-0.24,0.24
2019-07-10T20:03:50.000,0.23,137.97,-0.17,0.15
2019-07-10T20:05:50.000,0.28,139.17,-0.22,0.19
2019-07-10T20:07:50.000,0.28,123.44,-0.16,0.24
2019-07-10T20:09:50.000,0.28,122.85,-0.15,0.24
2019-07-10T20:11:50.000,0.34,163.04,-0.33,0.10
2019-07-10T20:13:50.000,0.40,139.62,-0.30,0.26
2019-07-10T20:15:50.000,0.34,110.37,-0.12,0.32
2019-07-10T20:17:50.000,0.34,124.17,-0.19,0.28
2019-07-10T20:19:50.000,0.34,124.56,-0.19,0.28
2019-07-10T20:21:50.000,0.28,128.04,-0.18,0.22
2019-07-10T20:23:50.000,0.28,126.89,-0.17,0.23
2019-07-10T20:25:50.000,0.23,124.38,-0.13,0.19
2019-07-10T20:27:50.000,0.34,111.93,-0.13,0.32
2019-07-10T20:29:50.000,0.40,110.72,-0.14,0.37
2019-07-10T20:31:50.000,0.28,119.31,-0.14,0.25
2019-07-10T20:33:50.000,0.34,119.48,-0.17,0.30
2019-07-10T20:35:50.000,0.28,128.26,-0.18,0.22
2019-07-10T20:37:50.000,0.28,127.78,-0.17,0.23
2019-07-10T20:39:50.000,0.28,120.66,-0.15,0.25
2019-07-10T20:41:50.000,0.34,118.15,-0.16,0.30
2019-07-10T20:43:50.000,0.28,123.36,-0.16,0.24
2019-07-10T20:45:50.000,0.34,121.22,-0.18,0.29
2019-07-10T20:47:50.000,0.28,123.80,-0.16,0.24
2019-07-10T20:49:50.000,0.28,134.69,-0.20,0.20
2019-07-10T20:51:50.000,0.28,109.20,-0.09,0.27
2019-07-10T20:53:50.000,0.34,127.87,-0.21,0.27
2019-07-10T20:55:50.000,0.28,123.58,-0.16,0.24
2019-07-10T20:57:50.000,0.28,135.14,-0.20,0.20
2019-07-10T20:59:50.000,0.34,118.10,-0.16,0.30
2019-07-10T21:01:50.000,0.34,119.61,-0.17,0.30
2019-07-10T21:03:50.000,0.40,113.94,-0.16,0.36
2019-07-10T21:05:50.000,0.40,112.04,-0.15,0.37
2019-07-10T21:07:50.000,0.34,111.86,-0.13,0.32
2019-07-10T21:09:50.000,0.34,115.95,-0.15,0.31
2019-07-10T21:11:50.000,0.34,114.30,-0.14,0.31
2019-07-10T21:13:50.000,0.40,104.27,-0.10,0.39
2019-07-10T21:15:50.000,0.28,125.90,-0.17,0.23
2019-07-10T21:17:50.000,0.34,108.46,-0.11,0.32
2019-07-10T21:19:50.000,0.34,109.32,-0.11,0.32
2019-07-10T21:21:50.000,0.40,109.95,-0.14,0.38
2019-07-10T21:23:50.000,0.34,112.56,-0.13,0.32
2019-07-10T21:25:50.000,0.28,112.26,-0.11,0.26
2019-07-10T21:27:50.000,0.40,107.89,-0.12,0.38
2019-07-10T21:29:50.000,0.34,114.20,-0.14,0.31
2019-07-10T21:31:50.000,0.40,113.76,-0.16,0.37
2019-07-10T21:33:50.000,0.28,121.52,-0.15,0.24
2019-07-10T21:35:50.000,0.34,111.78,-0.13,0.32
2019-07-10T21:37:50.000,0.23,112.85,-0.09,0.21
2019-07-10T21:39:50.000,0.17,121.11,-0.09,0.15
2019-07-10T21:41:50.000,0.23,106.05,-0.06,0.22
2019-07-10T21:43:50.000,0.23,90.95,-0.00,0.23
2019-07-10T21:45:50.000,0.17,93.89,-0.01,0.17
2019-07-10T21:47:50.000,0.17,96.34,-0.02,0.17
2019-07-10T21:49:50.000,0.23,95.92,-0.02,0.23
2019-07-10T21:51:50.000,0.17,98.66,-0.03,0.17
2019-07-10T21:53:50.000,0.28,91.69,-0.01,0.28
2019-07-10T21:55:50.000,0.23,102.04,-0.05,0.22
2019-07-10T21:57:50.000,0.17,96.39,-0.02,0.17
2019-07-10T21:59:50.000,0.17,107.99,-0.05,0.16
2019-07-10T22:01:50.000,0.17,111.15,-0.06,0.16
2019-07-10T22:03:50.000,0.17,106.87,-0.05,0.16
2019-07-10T22:05:50.000,0.17,97.30,-0.02,0.17
2019-07-10T22:07:50.000,0.23,105.06,-0.06,0.22
2019-07-10T22:09:50.000,0.28,92.03,-0.01,0.28
2019-07-10T22:11:50.000,0.17,89.10,0.00,0.17
2019-07-10T22:13:50.000,0.17,99.53,-0.03,0.17
2019-07-10T22:15:50.000,0.17,108.89,-0.06,0.16
2019-07-10T22:17:50.000,0.23,89.87,0.00,0.23
2019-07-10T22:19:50.000,0.23,103.48,-0.05,0.22
2019-07-10T22:21:50.000,0.23,97.73,-0.03,0.23
2019-07-10T22:23:50.000,0.28,92.25,-0.01,0.28
2019-07-10T22:25:50.000,0.23,100.69,-0.04,0.22
2019-07-10T22:27:50.000,0.23,115.77,-0.10,0.21
2019-07-10T22:29:50.000,0.34,93.19,-0.02,0.34
2019-07-10T22:31:50.000,0.28,88.75,0.01,0.28
2019-07-10T22:33:50.000,0.28,97.20,-0.04,0.28
2019-07-10T22:35:50.000,0.28,90.11,-0.00,0.28
2019-07-10T22:37:50.000,0.28,96.11,-0.03,0.28
2019-07-10T22:39:50.000,0.28,90.97,-0.00,0.28
2019-07-10T22:41:50.000,0.23,94.89,-0.02,0.23
2019-07-10T22:43:50.000,0.34,87.73,0.01,0.34
2019-07-10T22:45:50.000,0.28,95.77,-0.03,0.28
2019-07-10T22:47:50.000,0.28,88.76,0.01,0.28
2019-07-10T22:49:50.000,0.28,89.76,0.00,0.28
2019-07-10T22:51:50.000,0.23,99.99,-0.04,0.22
2019-07-10T22:53:50.000,0.28,96.74,-0.03,0.28
2019-07-10T22:55:50.000,0.23,102.70,-0.05,0.22
2019-07-10T22:57:50.000,0.23,103.65,-0.05,0.22
2019-07-10T22:59:50.000,0.28,98.34,-0.04,0.28
2019-07-10T23:01:50.000,0.28,105.55,-0.08,0.27
2019-07-10T23:03:50.000,0.28,95.04,-0.03,0.28
2019-07-10T23:05:50.000,0.23,100.43,-0.04,0.22
2019-07-10T23:07:50.000,0.23,103.10,-0.05,0.22
2019-07-10T23:09:50.000,0.28,113.18,-0.11,0.26
2019-07-10T23:11:50.000,0.23,117.34,-0.10,0.20
2019-07-10T23:13:50.000,0.28,110.23,-0.10,0.27
2019-07-10T23:15:50.000,0.23,123.00,-0.12,0.19
2019-07-10T23:17:50.000,0.34,92.53,-0.02,0.34
