ISO 8601 Time,Speed (cm/s),Bearing (degrees),Velocity-N (cm/s),Velocity-E (cm/s)
2019-04-17T13:57:34.000,21.33,140.57,-16.48,13.55
2019-04-17T13:59:34.000,20.02,89.66,0.12,20.02
2019-04-17T14:01:34.000,20.02,108.54,-6.36,18.98
2019-04-17T14:03:34.000,20.67,111.82,-7.68,19.19
2019-04-17T14:05:34.000,20.19,15.23,19.49,5.31
2019-04-17T14:07:34.000,20.73,114.59,-8.63,18.85
2019-04-17T14:09:34.000,20.25,33.13,16.96,11.07
2019-04-17T14:11:34.000,20.61,156.47,-18.90,8.23
2019-04-17T14:13:34.000,20.55,154.54,-18.56,8.84
2019-04-17T14:15:34.000,17.80,149.95,-15.41,8.91
2019-04-17T14:17:34.000,19.78,24.29,18.03,8.14
2019-04-17T14:19:34.000,19.84,96.86,-2.37,19.69
2019-04-17T14:21:34.000,20.49,84.37,2.01,20.39
2019-04-17T14:23:34.000,19.36,50.33,12.36,14.90
2019-04-17T14:25:34.000,20.19,106.07,-5.59,19.41
2019-04-17T14:27:34.000,19.24,168.61,-18.86,3.80
2019-04-17T14:29:34.000,20.25,82.90,2.50,20.10
2019-04-17T14:31:34.000,21.27,135.65,-15.21,14.87
2019-04-17T14:33:34.000,20.91,102.31,-4.46,20.43
2019-04-17T14:35:34.000,18.89,113.54,-7.55,17.32
2019-04-17T14:37:34.000,20.02,130.49,-13.00,15.22
2019-04-17T14:39:34.000,18.84,110.50,-6.60,17.65
2019-04-17T14:41:34.000,21.33,78.61,4.21,20.91
2019-04-17T14:43:34.000,21.03,139.45,-15.98,13.67
2019-04-17T14:45:34.000,22.15,103.27,-5.09,21.56
2019-04-17T14:47:34.000,20.19,47.29,13.70,14.84
2019-04-17T14:49:34.000,20.43,98.87,-3.15,20.19
2019-04-17T14:51:34.000,23.45,138.67,-17.61,15.49
2019-04-17T14:53:34.000,21.54,34.33,17.78,12.15
2019-04-17T14:55:34.000,21.54,130.20,-13.90,16.45
2019-04-17T14:57:34.000,19.18,103.03,-4.32,18.69
2019-04-17T14:59:34.000,21.81,103.07,-4.93,21.24
2019-04-17T15:01:34.000,15.87,111.85,-5.91,14.73
2019-04-17T15:03:34.000,21.81,176.20,-21.76,1.45
2019-04-17T15:05:34.000,21.03,159.40,-19.69,7.40
2019-04-17T15:07:34.000,20.79,155.68,-18.95,8.56
2019-04-17T15:09:34.000,18.00,120.89,-9.24,15.45
2019-04-17T15:11:34.000,20.91,166.09,-20.30,5.03
2019-04-17T15:13:34.000,22.02,169.51,-21.65,4.01
2019-04-17T15:15:34.000,20.49,176.15,-20.45,1.38
2019-04-17T15:17:34.000,25.69,159.64,-24.08,8.94
2019-04-17T15:19:34.000,19.06,194.91,-18.42,-4.91
2019-04-17T15:21:34.000,1.74,86.68,0.10,1.74
2019-04-17T15:23:34.000,2.11,68.05,0.79,1.95
2019-04-17T15:25:34.000,1.23,120.18,-0.62,1.06
2019-04-17T15:27:34.000,1.96,73.92,0.54,1.88
2019-04-17T15:29:34.000,1.60,67.43,0.61,1.47
2019-04-17T15:31:34.000,1.16,71.66,0.37,1.10
2019-04-17T15:33:34.000,1.52,71.65,0.48,1.44
2019-04-17T15:35:34.000,1.60,67.79,0.60,1.48
2019-04-17T15:37:34.000,1.45,63.79,0.64,1.30
2019-04-17T15:39:34.000,2.33,94.56,-0.18,2.32
2019-04-17T15:41:34.000,1.03,108.76,-0.33,0.98
2019-04-17T15:43:34.000,0.83,102.95,-0.19,0.81
2019-04-17T15:45:34.000,1.67,84.65,0.16,1.66
2019-04-17T15:47:34.000,1.10,105.60,-0.30,1.06
2019-04-17T15:49:34.000,1.52,91.78,-0.05,1.52
2019-04-17T15:51:34.000,1.03,107.71,-0.31,0.98
2019-04-17T15:53:34.000,1.89,91.95,-0.06,1.89
2019-04-17T15:55:34.000,2.03,101.62,-0.41,1.99
2019-04-17T15:57:34.000,0.83,73.81,0.23,0.80
2019-04-17T15:59:34.000,2.25,70.64,0.75,2.12
2019-04-17T16:01:34.000,1.16,81.44,0.17,1.15
2019-04-17T16:03:34.000,1.81,101.31,-0.36,1.78
2019-04-17T16:05:34.000,1.38,105.22,-0.36,1.33
2019-04-17T16:07:34.000,1.45,104.65,-0.37,1.40
2019-04-17T16:09:34.000,2.69,45.35,1.89,1.91
2019-04-17T16:11:34.000,1.30,112.46,-0.50,1.20
2019-04-17T16:13:34.000,1.10,100.21,-0.19,1.08
2019-04-17T16:15:34.000,1.30,90.08,-0.00,1.30
2019-04-17T16:17:34.000,1.16,106.05,-0.32,1.12
2019-04-17T16:19:34.000,1.16,117.43,-0.54,1.03
2019-04-17T16:21:34.000,1.30,114.32,-0.54,1.19
2019-04-17T16:23:34.000,2.03,107.17,-0.60,1.94
2019-04-17T16:25:34.000,1.52,113.52,-0.61,1.40
2019-04-17T16:27:34.000,1.52,110.76,-0.54,1.42
2019-04-17T16:29:34.000,1.23,149.76,-1.06,0.62
2019-04-17T16:31:34.000,0.90,124.11,-0.50,0.75
2019-04-17T16:33:34.000,1.67,120.22,-0.84,1.44
2019-04-17T16:35:34.000,2.85,133.81,-1.97,2.05
2019-04-17T16:37:34.000,1.60,117.62,-0.74,1.41
2019-04-17T16:39:34.000,1.74,150.99,-1.52,0.84
2019-04-17T16:41:34.000,1.60,126.51,-0.95,1.28
2019-04-17T16:43:34.000,1.38,112.77,-0.53,1.27
2019-04-17T16:45:34.000,1.30,111.31,-0.47,1.21
2019-04-17T16:47:34.000,1.45,121.92,-0.77,1.23
2019-04-17T16:49:34.000,1.16,124.96,-0.67,0.95
2019-04-17T16:51:34.000,1.23,102.37,-0.26,1.20
2019-04-17T16:53:34.000,1.10,127.97,-0.68,0.87
2019-04-17T16:55:34.000,1.16,122.44,-0.62,0.98
2019-04-17T16:57:34.000,1.16,112.92,-0.45,1.07
2019-04-17T16:59:34.000,0.97,137.26,-0.71,0.66
2019-04-17T17:01:34.000,1.67,119.87,-0.83,1.45
2019-04-17T17:03:34.000,1.10,149.50,-0.95,0.56
2019-04-17T17:05:34.000,0.97,139.95,-0.74,0.62
2019-04-17T17:07:34.000,0.90,131.44,-0.60,0.67
2019-04-17T17:09:34.000,1.52,153.94,-1.37,0.67
2019-04-17T17:11:34.000,1.30,140.41,-1.00,0.83
2019-04-17T17:13:34.000,0.83,144.81,-0.68,0.48
2019-04-17T17:15:34.000,1.60,171.09,-1.58,0.25
2019-04-17T17:17:34.000,1.52,135.72,-1.09,1.06
2019-04-17T17:19:34.000,0.64,167.91,-0.62,0.13
2019-04-17T17:21:34.000,0.57,141.58,-0.45,0.35
2019-04-17T17:23:34.000,1.03,117.73,-0.48,0.91
2019-04-17T17:25:34.000,1.52,162.65,-1.45,0.45
2019-04-17T17:27:34.000,1.16,128.23,-0.72,0.91
2019-04-17T17:29:34.000,0.77,135.61,-0.55,0.54
2019-04-17T17:31:34.000,1.74,165.57,-1.69,0.43
2019-04-17T17:33:34.000,1.89,174.45,-1.88,0.18
2019-04-17T17:35:34.000,1.45,152.94,-1.29,0.66
2019-04-17T17:37:34.000,5.10,160.63,-4.81,1.69
2019-04-17T17:39:34.000,2.33,154.24,-2.09,1.01
2019-04-17T17:41:34.000,2.33,149.61,-2.01,1.18
2019-04-17T17:43:34.000,3.08,222.30,-2.28,-2.07
2019-04-17T17:45:34.000,4.02,169.49,-3.95,0.73
2019-04-17T17:47:34.000,3.16,193.75,-3.07,-0.75
2019-04-17T17:49:34.000,2.92,174.23,-2.91,0.29
2019-04-17T17:51:34.000,4.56,185.53,-4.54,-0.44
2019-04-17T17:53:34.000,3.63,160.39,-3.42,1.22
2019-04-17T17:55:34.000,1.67,172.31,-1.65,0.22
2019-04-17T17:57:34.000,2.47,158.23,-2.29,0.92
2019-04-17T17:59:34.000,1.81,204.63,-1.65,-0.76
2019-04-17T18:01:34.000,2.69,158.42,-2.50,0.99
2019-04-17T18:03:34.000,1.81,176.00,-1.81,0.13
2019-04-17T18:05:34.000,2.54,197.04,-2.43,-0.75
2019-04-17T18:07:34.000,2.77,217.03,-2.21,-1.67
2019-04-17T18:09:34.000,1.45,214.68,-1.19,-0.82
2019-04-17T18:11:34.000,4.40,162.30,-4.20,1.34
2019-04-17T18:13:34.000,2.54,197.41,-2.43,-0.76
2019-04-17T18:15:34.000,2.54,172.66,-2.52,0.33
2019-04-17T18:17:34.000,3.00,178.24,-3.00,0.09
2019-04-17T18:19:34.000,5.71,223.98,-4.11,-3.97
2019-04-17T18:21:34.000,1.60,203.43,-1.46,-0.63
2019-04-17T18:23:34.000,5.86,168.44,-5.74,1.17
2019-04-17T18:25:34.000,2.85,190.58,-2.80,-0.52
2019-04-17T18:27:34.000,2.18,164.92,-2.10,0.57
2019-04-17T18:29:34.000,4.25,205.77,-3.83,-1.85
2019-04-17T18:31:34.000,4.40,162.74,-4.21,1.31
2019-04-17T18:33:34.000,2.69,204.81,-2.44,-1.13
2019-04-17T18:35:34.000,3.16,169.82,-3.11,0.56
2019-04-17T18:37:34.000,4.09,225.78,-2.86,-2.93
2019-04-17T18:39:34.000,2.92,222.57,-2.15,-1.98
2019-04-17T18:41:34.000,7.52,169.19,-7.38,1.41
2019-04-17T18:43:34.000,5.10,166.33,-4.95,1.20
2019-04-17T18:45:34.000,2.69,184.42,-2.68,-0.21
2019-04-17T18:47:34.000,7.18,225.16,-5.06,-5.09
2019-04-17T18:49:34.000,2.33,165.16,-2.25,0.60
2019-04-17T18:51:34.000,3.47,203.11,-3.19,-1.36
2019-04-17T18:53:34.000,5.48,165.52,-5.31,1.37
2019-04-17T18:55:34.000,5.86,226.82,-4.01,-4.28
2019-04-17T18:57:34.000,7.85,219.96,-6.02,-5.04
2019-04-17T18:59:34.000,8.58,176.32,-8.56,0.55
2019-04-17T19:01:34.000,6.96,202.86,-6.41,-2.70
2019-04-17T19:03:34.000,6.45,176.82,-6.44,0.36
2019-04-17T19:05:34.000,6.96,198.83,-6.59,-2.25
2019-04-17T19:07:34.000,4.33,191.30,-4.24,-0.85
2019-04-17T19:09:34.000,6.96,200.57,-6.51,-2.45
2019-04-17T19:11:34.000,5.79,194.39,-5.61,-1.44
2019-04-17T19:13:34.000,6.52,224.08,-4.68,-4.54
2019-04-17T19:15:34.000,8.11,172.45,-8.04,1.07
2019-04-17T19:17:34.000,5.86,215.18,-4.79,-3.38
2019-04-17T19:19:34.000,3.63,161.29,-3.43,1.16
2019-04-17T19:21:34.000,6.16,240.35,-3.05,-5.35
2019-04-17T19:23:34.000,3.70,164.74,-3.57,0.98
2019-04-17T19:25:34.000,5.10,162.24,-4.85,1.55
2019-04-17T19:27:34.000,6.01,194.73,-5.81,-1.53
2019-04-17T19:29:34.000,5.64,165.18,-5.45,1.44
2019-04-17T19:31:34.000,1.52,167.12,-1.48,0.34
2019-04-17T19:33:34.000,1.52,182.63,-1.52,-0.07
2019-04-17T19:35:34.000,1.89,174.21,-1.88,0.19
2019-04-17T19:37:34.000,4.79,207.18,-4.26,-2.19
2019-04-17T19:39:34.000,3.08,236.62,-1.69,-2.57
2019-04-17T19:41:34.000,5.86,166.64,-5.70,1.36
2019-04-17T19:43:34.000,3.24,189.05,-3.20,-0.51
2019-04-17T19:45:34.000,1.74,184.49,-1.74,-0.14
2019-04-17T19:47:34.000,4.25,208.21,-3.75,-2.01
2019-04-17T19:49:34.000,3.94,162.26,-3.75,1.20
2019-04-17T19:51:34.000,5.71,181.50,-5.71,-0.15
2019-04-17T19:53:34.000,4.02,198.99,-3.80,-1.31
2019-04-17T19:55:34.000,1.52,183.38,-1.52,-0.09
2019-04-17T19:57:34.000,1.30,184.36,-1.30,-0.10
2019-04-17T19:59:34.000,5.10,201.23,-4.75,-1.85
2019-04-17T20:01:34.000,4.63,187.81,-4.59,-0.63
2019-04-17T20:03:34.000,3.55,212.38,-3.00,-1.90
2019-04-17T20:05:34.000,8.58,169.27,-8.43,1.60
2019-04-17T20:07:34.000,5.94,187.16,-5.89,-0.74
2019-04-17T20:09:34.000,5.64,211.19,-4.82,-2.92
2019-04-17T20:11:34.000,4.02,186.06,-3.99,-0.42
2019-04-17T20:13:34.000,6.30,222.77,-4.63,-4.28
2019-04-17T20:15:34.000,3.63,220.10,-2.77,-2.34
2019-04-17T20:17:34.000,6.52,173.00,-6.47,0.79
2019-04-17T20:19:34.000,2.47,222.19,-1.83,-1.66
2019-04-17T20:21:34.000,1.67,173.29,-1.66,0.19
2019-04-17T20:23:34.000,1.60,162.09,-1.52,0.49
2019-04-17T20:25:34.000,1.23,164.23,-1.18,0.33
2019-04-17T20:27:34.000,3.16,185.19,-3.15,-0.29
2019-04-17T20:29:34.000,5.64,160.89,-5.33,1.85
2019-04-17T20:31:34.000,5.33,168.36,-5.22,1.08
2019-04-17T20:33:34.000,2.25,162.09,-2.14,0.69
2019-04-17T20:35:34.000,1.16,169.58,-1.14,0.21
2019-04-17T20:37:34.000,3.55,211.80,-3.02,-1.87
2019-04-17T20:39:34.000,1.96,183.37,-1.96,-0.12
2019-04-17T20:41:34.000,2.18,156.24,-1.99,0.88
2019-04-17T20:43:34.000,1.60,167.06,-1.55,0.36
2019-04-17T20:45:34.000,1.89,156.62,-1.73,0.75
2019-04-17T20:47:34.000,2.18,164.74,-2.10,0.57
2019-04-17T20:49:34.000,1.60,163.68,-1.53,0.45
2019-04-17T20:51:34.000,1.52,157.19,-1.40,0.59
2019-04-17T20:53:34.000,1.81,157.89,-1.68,0.68
2019-04-17T20:55:34.000,3.31,155.88,-3.02,1.35
2019-04-17T20:57:34.000,1.96,195.20,-1.89,-0.51
2019-04-17T20:59:34.000,1.67,178.23,-1.67,0.05
2019-04-17T21:01:34.000,1.81,165.06,-1.75,0.47
2019-04-17T21:03:34.000,2.18,160.31,-2.05,0.73
2019-04-17T21:05:34.000,1.67,168.31,-1.63,0.34
2019-04-17T21:07:34.000,1.52,155.89,-1.39,0.62
2019-04-17T21:09:34.000,1.45,158.36,-1.35,0.53
2019-04-17T21:11:34.000,1.60,154.14,-1.44,0.70
2019-04-17T21:13:34.000,1.45,156.06,-1.32,0.59
2019-04-17T21:15:34.000,1.38,158.92,-1.28,0.49
2019-04-17T21:17:34.000,1.38,156.78,-1.26,0.54
2019-04-17T21:19:34.000,1.45,156.17,-1.33,0.59
2019-04-17T21:21:34.000,1.45,160.19,-1.36,0.49
2019-04-17T21:23:34.000,1.60,158.36,-1.48,0.59
2019-04-17T21:25:34.000,1.67,158.62,-1.55,0.61
2019-04-17T21:27:34.000,1.45,158.33,-1.35,0.54
2019-04-17T21:29:34.000,1.45,154.57,-1.31,0.62
2019-04-17T21:31:34.000,1.52,153.10,-1.36,0.69
2019-04-17T21:33:34.000,1.38,156.30,-1.26,0.55
2019-04-17T21:35:34.000,1.38,149.93,-1.19,0.69
2019-04-17T21:37:34.000,1.45,155.58,-1.32,0.60
2019-04-17T21:39:34.000,1.38,158.96,-1.28,0.49
2019-04-17T21:41:34.000,1.52,155.24,-1.38,0.64
2019-04-17T21:43:34.000,1.30,156.19,-1.19,0.53
2019-04-17T21:45:34.000,1.30,155.08,-1.18,0.55
2019-04-17T21:47:34.000,1.45,155.05,-1.31,0.61
2019-04-17T21:49:34.000,1.38,152.86,-1.22,0.63
2019-04-17T21:51:34.000,1.52,149.91,-1.32,0.76
2019-04-17T21:53:34.000,1.38,150.85,-1.20,0.67
2019-04-17T21:55:34.000,1.38,151.59,-1.21,0.65
2019-04-17T21:57:34.000,1.38,148.22,-1.17,0.72
2019-04-17T21:59:34.000,1.23,147.52,-1.04,0.66
2019-04-17T22:01:34.000,1.30,149.96,-1.13,0.65
2019-04-17T22:03:34.000,1.30,150.46,-1.13,0.64
2019-04-17T22:05:34.000,1.23,145.51,-1.01,0.70
2019-04-17T22:07:34.000,1.23,146.56,-1.03,0.68
2019-04-17T22:09:34.000,1.23,145.07,-1.01,0.70
2019-04-17T22:11:34.000,1.10,147.13,-0.92,0.60
2019-04-17T22:13:34.000,1.23,142.91,-0.98,0.74
2019-04-17T22:15:34.000,1.16,138.68,-0.87,0.77
2019-04-17T22:17:34.000,1.10,139.19,-0.83,0.72
2019-04-17T22:19:34.000,1.10,139.14,-0.83,0.72
2019-04-17T22:21:34.000,1.10,142.58,-0.87,0.67
2019-04-17T22:23:34.000,1.10,140.03,-0.84,0.71
2019-04-17T22:25:34.000,1.10,142.96,-0.88,0.66
2019-04-17T22:27:34.000,1.03,143.47,-0.83,0.61
2019-04-17T22:29:34.000,1.10,141.25,-0.86,0.69
2019-04-17T22:31:34.000,1.03,142.60,-0.82,0.63
2019-04-17T22:33:34.000,1.10,140.14,-0.84,0.70
2019-04-17T22:35:34.000,1.03,141.71,-0.81,0.64
2019-04-17T22:37:34.000,1.10,140.59,-0.85,0.70
2019-04-17T22:39:34.000,1.03,142.62,-0.82,0.63
2019-04-17T22:41:34.000,1.10,142.69,-0.87,0.67
2019-04-17T22:43:34.000,1.03,140.17,-0.79,0.66
2019-04-17T22:45:34.000,1.03,139.88,-0.79,0.66
2019-04-17T22:47:34.000,1.03,139.40,-0.78,0.67
2019-04-17T22:49:34.000,1.03,136.16,-0.74,0.71
2019-04-17T22:51:34.000,1.10,138.46,-0.82,0.73
2019-04-17T22:53:34.000,0.90,137.61,-0.66,0.61
2019-04-17T22:55:34.000,1.03,143.47,-0.83,0.61
2019-04-17T22:57:34.000,1.03,139.80,-0.79,0.67
2019-04-17T22:59:34.000,1.03,141.10,-0.80,0.65
2019-04-17T23:01:34.000,0.97,141.06,-0.75,0.61
2019-04-17T23:03:34.000,0.97,140.03,-0.74,0.62
2019-04-17T23:05:34.000,1.03,138.31,-0.77,0.69
2019-04-17T23:07:34.000,1.03,136.30,-0.75,0.71
2019-04-17T23:09:34.000,0.90,141.25,-0.70,0.56
2019-04-17T23:11:34.000,0.97,137.29,-0.71,0.66
2019-04-17T23:13:34.000,0.97,138.89,-0.73,0.64
2019-04-17T23:15:34.000,0.97,134.68,-0.68,0.69
2019-04-17T23:17:34.000,0.90,140.39,-0.69,0.57
2019-04-17T23:19:34.000,0.97,145.30,-0.79,0.55
2019-04-17T23:21:34.000,0.97,138.53,-0.72,0.64
2019-04-17T23:23:34.000,0.97,140.82,-0.75,0.61
2019-04-17T23:25:34.000,0.97,140.77,-0.75,0.61
2019-04-17T23:27:34.000,1.03,140.00,-0.79,0.66
2019-04-17T23:29:34.000,1.03,138.18,-0.77,0.69
2019-04-17T23:31:34.000,1.03,139.17,-0.78,0.67
2019-04-17T23:33:34.000,0.97,136.17,-0.70,0.67
2019-04-17T23:35:34.000,1.03,137.84,-0.76,0.69
2019-04-17T23:37:34.000,1.03,140.11,-0.79,0.66
2019-04-17T23:39:34.000,1.10,134.87,-0.77,0.78
2019-04-17T23:41:34.000,1.03,135.47,-0.74,0.72
2019-04-17T23:43:34.000,0.97,135.81,-0.69,0.67
2019-04-17T23:45:34.000,0.97,134.28,-0.67,0.69
2019-04-17T23:47:34.000,1.03,136.93,-0.75,0.70
2019-04-17T23:49:34.000,0.97,135.80,-0.69,0.67
2019-04-17T23:51:34.000,1.03,136.96,-0.75,0.70
2019-04-17T23:53:34.000,1.10,138.93,-0.83,0.72
2019-04-17T23:55:34.000,1.03,132.15,-0.69,0.77
2019-04-17T23:57:34.000,1.03,133.08,-0.70,0.75
2019-04-17T23:59:34.000,1.03,128.84,-0.65,0.80
2019-04-18T00:01:34.000,0.97,136.29,-0.70,0.67
2019-04-18T00:03:34.000,1.03,132.99,-0.70,0.75
2019-04-18T00:05:34.000,1.10,135.76,-0.79,0.77
2019-04-18T00:07:34.000,1.03,132.60,-0.70,0.76
2019-04-18T00:09:34.000,1.10,134.61,-0.77,0.78
2019-04-18T00:11:34.000,1.10,135.22,-0.78,0.77
2019-04-18T00:13:34.000,1.03,137.19,-0.76,0.70
2019-04-18T00:15:34.000,1.03,136.40,-0.75,0.71
2019-04-18T00:17:34.000,1.10,133.17,-0.75,0.80
2019-04-18T00:19:34.000,1.03,136.31,-0.75,0.71
2019-04-18T00:21:34.000,1.03,136.36,-0.75,0.71
2019-04-18T00:23:34.000,1.10,135.01,-0.78,0.78
2019-04-18T00:25:34.000,1.03,137.06,-0.76,0.70
2019-04-18T00:27:34.000,1.03,136.95,-0.75,0.70
2019-04-18T00:29:34.000,1.10,132.54,-0.74,0.81
2019-04-18T00:31:34.000,1.10,133.03,-0.75,0.80
2019-04-18T00:33:34.000,0.97,130.11,-0.62,0.74
2019-04-18T00:35:34.000,0.97,129.81,-0.62,0.74
2019-04-18T00:37:34.000,0.97,130.12,-0.62,0.74
2019-04-18T00:39:34.000,1.03,127.03,-0.62,0.82
2019-04-18T00:41:34.000,0.97,126.60,-0.58,0.78
2019-04-18T00:43:34.000,1.03,127.09,-0.62,0.82
2019-04-18T00:45:34.000,0.97,130.17,-0.62,0.74
2019-04-18T00:47:34.000,0.97,127.84,-0.59,0.76
2019-04-18T00:49:34.000,1.03,123.94,-0.58,0.86
2019-04-18T00:51:34.000,0.97,124.85,-0.55,0.79
2019-04-18T00:53:34.000,1.03,128.32,-0.64,0.81
2019-04-18T00:55:34.000,0.97,128.07,-0.60,0.76
2019-04-18T00:57:34.000,0.97,124.31,-0.54,0.80
2019-04-18T00:59:34.000,0.97,125.36,-0.56,0.79
2019-04-18T01:01:34.000,1.03,125.20,-0.59,0.84
2019-04-18T01:03:34.000,1.03,126.30,-0.61,0.83
2019-04-18T01:05:34.000,1.03,126.37,-0.61,0.83
2019-04-18T01:07:34.000,0.97,125.76,-0.56,0.78
2019-04-18T01:09:34.000,1.03,119.90,-0.51,0.89
2019-04-18T01:11:34.000,0.97,119.47,-0.48,0.84
2019-04-18T01:13:34.000,0.97,124.09,-0.54,0.80
2019-04-18T01:15:34.000,1.03,122.23,-0.55,0.87
2019-04-18T01:17:34.000,1.03,120.51,-0.52,0.89
2019-04-18T01:19:34.000,1.03,122.48,-0.55,0.87
2019-04-18T01:21:34.000,0.97,118.15,-0.46,0.85
2019-04-18T01:23:34.000,0.97,122.43,-0.52,0.82
2019-04-18T01:25:34.000,0.97,121.31,-0.50,0.83
2019-04-18T01:27:34.000,0.97,122.31,-0.52,0.82
2019-04-18T01:29:34.000,0.97,120.77,-0.49,0.83
2019-04-18T01:31:34.000,1.03,117.69,-0.48,0.91
2019-04-18T01:33:34.000,1.03,119.63,-0.51,0.90
2019-04-18T01:35:34.000,0.97,117.34,-0.44,0.86
2019-04-18T01:37:34.000,0.97,120.59,-0.49,0.83
2019-04-18T01:39:34.000,0.97,119.97,-0.48,0.84
2019-04-18T01:41:34.000,1.03,120.18,-0.52,0.89
2019-04-18T01:43:34.000,1.03,118.97,-0.50,0.90
2019-04-18T01:45:34.000,1.03,116.08,-0.45,0.93
2019-04-18T01:47:34.000,1.10,117.80,-0.51,0.97
2019-04-18T01:49:34.000,0.97,117.06,-0.44,0.86
2019-04-18T01:51:34.000,1.10,114.84,-0.46,1.00
2019-04-18T01:53:34.000,1.10,115.17,-0.47,0.99
2019-04-18T01:55:34.000,1.03,116.89,-0.47,0.92
2019-04-18T01:57:34.000,1.03,117.95,-0.48,0.91
2019-04-18T01:59:34.000,1.03,113.48,-0.41,0.95
2019-04-18T02:01:34.000,1.03,111.99,-0.39,0.96
2019-04-18T02:03:34.000,1.10,111.81,-0.41,1.02
2019-04-18T02:05:34.000,1.38,91.19,-0.03,1.38
2019-04-18T02:07:34.000,1.16,83.57,0.13,1.16
2019-04-18T02:09:34.000,1.60,89.03,0.03,1.59
2019-04-18T02:11:34.000,1.16,82.61,0.15,1.15
2019-04-18T02:13:34.000,1.23,82.23,0.17,1.22
2019-04-18T02:15:34.000,1.67,75.91,0.41,1.62
2019-04-18T02:17:34.000,1.67,81.10,0.26,1.65
2019-04-18T02:19:34.000,1.81,77.52,0.39,1.77
2019-04-18T02:21:34.000,1.52,71.74,0.48,1.45
2019-04-18T02:23:34.000,1.60,81.00,0.25,1.58
2019-04-18T02:25:34.000,1.38,72.71,0.41,1.31
2019-04-18T02:27:34.000,1.60,84.06,0.17,1.59
2019-04-18T02:29:34.000,1.38,74.44,0.37,1.33
2019-04-18T02:31:34.000,1.30,73.48,0.37,1.25
2019-04-18T02:33:34.000,1.52,78.78,0.30,1.49
