ISO 8601 Time,Speed (cm/s),Bearing (degrees),Velocity-N (cm/s),Velocity-E (cm/s)
2019-06-04T15:38:28.000,32.33,76.09,7.77,31.38
2019-06-04T15:40:28.000,29.63,75.14,7.60,28.64
2019-06-04T15:42:28.000,26.02,77.85,5.48,25.44
2019-06-04T15:44:28.000,27.83,71.99,8.60,26.46
2019-06-04T15:46:28.000,25.89,75.31,6.57,25.05
2019-06-04T15:48:28.000,29.03,66.24,11.70,26.56
2019-06-04T15:50:28.000,27.38,71.26,8.79,25.93
2019-06-04T15:52:28.000,24.22,75.02,6.26,23.40
2019-06-04T15:54:28.000,21.06,73.88,5.85,20.23
2019-06-04T15:56:28.000,24.99,73.33,7.17,23.94
2019-06-04T15:58:28.000,27.51,78.37,5.54,26.94
2019-06-04T16:00:28.000,23.97,70.06,8.17,22.53
2019-06-04T16:02:28.000,24.29,75.16,6.22,23.48
2019-06-04T16:04:28.000,23.58,76.05,5.68,22.88
2019-06-04T16:06:28.000,22.74,74.85,5.94,21.95
2019-06-04T16:08:28.000,23.26,77.80,4.91,22.73
2019-06-04T16:10:28.000,30.58,74.71,8.07,29.50
2019-06-04T16:12:28.000,26.41,73.55,7.48,25.33
2019-06-04T16:14:28.000,25.38,76.36,5.99,24.66
2019-06-04T16:16:28.000,22.87,79.92,4.00,22.52
2019-06-04T16:18:28.000,24.54,73.69,6.89,23.56
2019-06-04T16:20:28.000,24.41,78.02,5.07,23.88
2019-06-04T16:22:28.000,24.67,71.76,7.72,23.43
2019-06-04T16:24:28.000,24.22,60.55,11.91,21.09
2019-06-04T16:26:28.000,25.96,76.93,5.87,25.29
2019-06-04T16:28:28.000,26.67,77.62,5.72,26.05
2019-06-04T16:30:28.000,25.76,77.31,5.66,25.14
2019-06-04T16:32:28.000,26.73,84.75,2.44,26.62
2019-06-04T16:34:28.000,25.64,79.43,4.70,25.20
2019-06-04T16:36:28.000,26.02,70.14,8.84,24.47
2019-06-04T16:38:28.000,27.38,69.96,9.38,25.72
2019-06-04T16:40:28.000,25.96,74.40,6.98,25.00
2019-06-04T16:42:28.000,26.09,71.78,8.16,24.78
2019-06-04T16:44:28.000,25.19,64.44,10.87,22.72
2019-06-04T16:46:28.000,26.47,67.42,10.17,24.44
2019-06-04T16:48:28.000,24.29,70.12,8.26,22.84
2019-06-04T16:50:28.000,24.86,74.94,6.46,24.01
2019-06-04T16:52:28.000,25.19,75.82,6.17,24.42
2019-06-04T16:54:28.000,27.25,72.77,8.07,26.02
2019-06-04T16:56:28.000,27.76,75.13,7.12,26.83
2019-06-04T16:58:28.000,25.57,71.39,8.16,24.23
2019-06-04T17:00:28.000,29.57,75.85,7.23,28.67
2019-06-04T17:02:28.000,25.70,78.13,5.29,25.15
2019-06-04T17:04:28.000,26.22,69.03,9.38,24.48
2019-06-04T17:06:28.000,27.57,80.53,4.54,27.19
2019-06-04T17:08:28.000,26.67,74.25,7.24,25.67
2019-06-04T17:10:28.000,25.38,77.15,5.64,24.74
2019-06-04T17:12:28.000,25.89,70.67,8.57,24.43
2019-06-04T17:14:28.000,25.83,71.89,8.03,24.55
2019-06-04T17:16:28.000,26.09,74.00,7.19,25.08
2019-06-04T17:18:28.000,26.15,63.59,11.63,23.42
2019-06-04T17:20:28.000,25.83,70.12,8.78,24.29
2019-06-04T17:22:28.000,26.28,71.39,8.39,24.91
2019-06-04T17:24:28.000,26.15,67.85,9.86,24.22
2019-06-04T17:26:28.000,25.57,66.23,10.31,23.40
2019-06-04T17:28:28.000,26.09,61.44,12.47,22.91
2019-06-04T17:30:28.000,28.02,70.61,9.30,26.43
2019-06-04T17:32:28.000,28.35,71.90,8.81,26.95
2019-06-04T17:34:28.000,26.67,64.35,11.54,24.04
2019-06-04T17:36:28.000,26.34,76.91,5.97,25.66
2019-06-04T17:38:28.000,26.47,75.61,6.58,25.64
2019-06-04T17:40:28.000,26.93,68.47,9.88,25.05
2019-06-04T17:42:28.000,26.99,66.00,10.98,24.66
2019-06-04T17:44:28.000,27.57,75.48,6.91,26.69
2019-06-04T17:46:28.000,27.57,69.81,9.52,25.88
2019-06-04T17:48:28.000,27.18,68.84,9.81,25.35
2019-06-04T17:50:28.000,28.28,76.28,6.71,27.47
2019-06-04T17:52:28.000,27.12,71.47,8.62,25.71
2019-06-04T17:54:28.000,28.89,68.57,10.55,26.89
2019-06-04T17:56:28.000,28.69,66.85,11.28,26.38
2019-06-04T17:58:28.000,28.96,69.72,10.04,27.16
2019-06-04T18:00:28.000,28.69,67.32,11.06,26.47
2019-06-04T18:02:28.000,28.55,78.27,5.81,27.95
2019-06-04T18:04:28.000,27.83,62.82,12.71,24.76
2019-06-04T18:06:28.000,29.03,78.02,6.03,28.39
2019-06-04T18:08:28.000,27.64,78.49,5.51,27.08
2019-06-04T18:10:28.000,29.77,78.89,5.74,29.21
2019-06-04T18:12:28.000,28.69,71.51,9.10,27.21
2019-06-04T18:14:28.000,28.22,77.03,6.33,27.50
2019-06-04T18:16:28.000,28.09,76.52,6.55,27.31
2019-06-04T18:18:28.000,27.57,81.63,4.01,27.28
2019-06-04T18:20:28.000,27.64,72.15,8.47,26.31
2019-06-04T18:22:28.000,27.83,84.07,2.88,27.68
2019-06-04T18:24:28.000,28.69,80.81,4.58,28.32
2019-06-04T18:26:28.000,27.38,66.05,11.11,25.02
2019-06-04T18:28:28.000,27.96,73.39,7.99,26.79
2019-06-04T18:30:28.000,27.12,77.49,5.87,26.48
2019-06-04T18:32:28.000,26.93,89.16,0.39,26.92
2019-06-04T18:34:28.000,27.31,90.42,-0.20,27.31
2019-06-04T18:36:28.000,26.73,76.15,6.40,25.95
2019-06-04T18:38:28.000,26.99,73.38,7.72,25.86
2019-06-04T18:40:28.000,26.93,86.44,1.67,26.87
2019-06-04T18:42:28.000,27.18,79.91,4.76,26.76
2019-06-04T18:44:28.000,26.99,77.12,6.01,26.31
2019-06-04T18:46:28.000,26.80,87.25,1.29,26.77
2019-06-04T18:48:28.000,26.41,82.82,3.30,26.20
2019-06-04T18:50:28.000,26.09,89.10,0.41,26.08
2019-06-04T18:52:28.000,26.15,87.94,0.94,26.13
2019-06-04T18:54:28.000,26.99,94.60,-2.16,26.90
2019-06-04T18:56:28.000,26.02,80.58,4.26,25.67
2019-06-04T18:58:28.000,26.54,80.48,4.39,26.17
2019-06-04T19:00:28.000,26.22,80.38,4.38,25.85
2019-06-04T19:02:28.000,26.34,75.57,6.56,25.51
2019-06-04T19:04:28.000,28.82,77.09,6.44,28.09
2019-06-04T19:06:28.000,28.09,70.01,9.60,26.39
2019-06-04T19:08:28.000,26.22,73.71,7.35,25.16
2019-06-04T19:10:28.000,26.09,65.66,10.75,23.77
2019-06-04T19:12:28.000,29.57,70.00,10.11,27.78
2019-06-04T19:14:28.000,25.89,71.84,8.07,24.60
2019-06-04T19:16:28.000,26.34,66.64,10.45,24.18
2019-06-04T19:18:28.000,26.09,77.75,5.54,25.49
2019-06-04T19:20:28.000,27.31,69.94,9.37,25.66
2019-06-04T19:22:28.000,26.09,69.72,9.04,24.47
2019-06-04T19:24:28.000,25.57,78.52,5.09,25.06
2019-06-04T19:26:28.000,25.83,76.35,6.10,25.10
2019-06-04T19:28:28.000,25.83,78.42,5.19,25.30
2019-06-04T19:30:28.000,25.06,69.68,8.70,23.50
2019-06-04T19:32:28.000,24.80,81.90,3.49,24.55
2019-06-04T19:34:28.000,24.67,76.55,5.74,23.99
2019-06-04T19:36:28.000,23.64,78.22,4.83,23.15
2019-06-04T19:38:28.000,25.12,82.88,3.11,24.93
2019-06-04T19:40:28.000,26.73,77.36,5.85,26.08
2019-06-04T19:42:28.000,26.15,69.56,9.13,24.50
2019-06-04T19:44:28.000,24.29,75.16,6.22,23.48
2019-06-04T19:46:28.000,23.26,82.20,3.15,23.04
2019-06-04T19:48:28.000,22.42,68.24,8.31,20.82
2019-06-04T19:50:28.000,23.45,80.48,3.88,23.13
2019-06-04T19:52:28.000,21.64,93.21,-1.21,21.61
2019-06-04T19:54:28.000,21.45,87.11,1.08,21.42
2019-06-04T19:56:28.000,21.77,89.06,0.36,21.77
2019-06-04T19:58:28.000,21.38,94.68,-1.74,21.31
2019-06-04T20:00:28.000,21.51,80.31,3.62,21.20
2019-06-04T20:02:28.000,21.90,87.52,0.95,21.88
2019-06-04T20:04:28.000,19.68,89.67,0.11,19.68
2019-06-04T20:06:28.000,20.41,110.53,-7.16,19.11
2019-06-04T20:08:28.000,19.28,110.61,-6.78,18.04
2019-06-04T20:10:28.000,19.74,108.23,-6.18,18.75
2019-06-04T20:12:28.000,21.71,104.94,-5.59,20.97
2019-06-04T20:14:28.000,21.32,92.82,-1.05,21.29
2019-06-04T20:16:28.000,19.41,114.82,-8.15,17.62
2019-06-04T20:18:28.000,19.94,94.69,-1.63,19.87
2019-06-04T20:20:28.000,19.68,90.27,-0.09,19.68
2019-06-04T20:22:28.000,18.81,89.26,0.24,18.81
2019-06-04T20:24:28.000,19.54,71.84,6.09,18.57
2019-06-04T20:26:28.000,17.12,84.66,1.59,17.04
2019-06-04T20:28:28.000,19.41,76.69,4.47,18.89
2019-06-04T20:30:28.000,16.21,97.51,-2.12,16.07
2019-06-04T20:32:28.000,16.35,114.42,-6.76,14.89
2019-06-04T20:34:28.000,19.21,102.21,-4.06,18.78
2019-06-04T20:36:28.000,18.35,108.96,-5.96,17.35
2019-06-04T20:38:28.000,18.15,103.49,-4.23,17.65
2019-06-04T20:40:28.000,14.62,97.17,-1.83,14.51
2019-06-04T20:42:28.000,18.81,108.23,-5.88,17.87
2019-06-04T20:44:28.000,15.85,105.37,-4.20,15.28
2019-06-04T20:46:28.000,12.64,116.03,-5.55,11.36
2019-06-04T20:48:28.000,12.57,129.25,-7.95,9.73
2019-06-04T20:50:28.000,14.92,107.01,-4.37,14.27
2019-06-04T20:52:28.000,11.77,133.71,-8.13,8.51
2019-06-04T20:54:28.000,13.42,113.41,-5.33,12.32
2019-06-04T20:56:28.000,11.11,140.36,-8.56,7.09
2019-06-04T20:58:28.000,9.66,143.02,-7.72,5.81
2019-06-04T21:00:28.000,8.95,159.17,-8.36,3.18
2019-06-04T21:02:28.000,9.21,136.53,-6.69,6.34
2019-06-04T21:04:28.000,8.77,139.58,-6.68,5.68
2019-06-04T21:06:28.000,11.36,119.91,-5.67,9.85
2019-06-04T21:08:28.000,11.52,124.25,-6.49,9.53
2019-06-04T21:10:28.000,8.01,139.02,-6.05,5.26
2019-06-04T21:12:28.000,9.66,137.88,-7.16,6.48
2019-06-04T21:14:28.000,11.69,131.51,-7.75,8.75
2019-06-04T21:16:28.000,8.77,139.42,-6.66,5.70
2019-06-04T21:18:28.000,8.86,126.80,-5.31,7.09
2019-06-04T21:20:28.000,7.92,122.72,-4.28,6.66
2019-06-04T21:22:28.000,7.25,136.54,-5.26,4.98
2019-06-04T21:24:28.000,10.54,123.37,-5.80,8.80
2019-06-04T21:26:28.000,11.44,120.18,-5.75,9.89
2019-06-04T21:28:28.000,12.64,117.23,-5.79,11.24
2019-06-04T21:30:28.000,9.04,122.11,-4.80,7.65
2019-06-04T21:32:28.000,16.13,100.17,-2.85,15.88
2019-06-04T21:34:28.000,10.70,112.26,-4.05,9.90
2019-06-04T21:36:28.000,12.80,111.24,-4.64,11.93
2019-06-04T21:38:28.000,9.48,112.75,-3.67,8.74
2019-06-04T21:40:28.000,7.73,127.21,-4.67,6.15
2019-06-04T21:42:28.000,8.86,114.18,-3.63,8.08
2019-06-04T21:44:28.000,10.45,117.96,-4.90,9.23
2019-06-04T21:46:28.000,6.96,134.89,-4.91,4.93
2019-06-04T21:48:28.000,8.49,128.93,-5.34,6.61
2019-06-04T21:50:28.000,8.77,131.10,-5.76,6.61
2019-06-04T21:52:28.000,10.45,123.70,-5.80,8.70
2019-06-04T21:54:28.000,8.40,138.48,-6.29,5.57
2019-06-04T21:56:28.000,8.21,135.36,-5.84,5.77
2019-06-04T21:58:28.000,8.59,137.04,-6.29,5.85
2019-06-04T22:00:28.000,7.73,152.13,-6.83,3.61
2019-06-04T22:02:28.000,10.10,138.54,-7.57,6.69
2019-06-04T22:04:28.000,7.34,151.74,-6.47,3.48
2019-06-04T22:06:28.000,8.49,146.55,-7.09,4.68
2019-06-04T22:08:28.000,8.11,151.46,-7.12,3.87
2019-06-04T22:10:28.000,8.95,149.88,-7.74,4.49
2019-06-04T22:12:28.000,8.30,156.64,-7.62,3.29
2019-06-04T22:14:28.000,8.11,154.56,-7.32,3.48
2019-06-04T22:16:28.000,7.53,155.38,-6.85,3.14
2019-06-04T22:18:28.000,7.92,150.59,-6.90,3.89
2019-06-04T22:20:28.000,7.73,157.03,-7.11,3.02
2019-06-04T22:22:28.000,7.15,160.05,-6.72,2.44
2019-06-04T22:24:28.000,7.25,156.24,-6.63,2.92
2019-06-04T22:26:28.000,7.73,152.47,-6.85,3.57
2019-06-04T22:28:28.000,7.44,156.02,-6.80,3.02
2019-06-04T22:30:28.000,7.34,156.79,-6.75,2.89
2019-06-04T22:32:28.000,7.05,155.23,-6.40,2.96
2019-06-04T22:34:28.000,6.35,155.30,-5.77,2.66
2019-06-04T22:36:28.000,6.96,153.34,-6.22,3.12
2019-06-04T22:38:28.000,5.94,155.63,-5.41,2.45
2019-06-04T22:40:28.000,6.77,153.56,-6.06,3.01
2019-06-04T22:42:28.000,6.46,147.30,-5.44,3.49
2019-06-04T22:44:28.000,6.14,147.62,-5.19,3.29
2019-06-04T22:46:28.000,6.25,153.26,-5.58,2.81
2019-06-04T22:48:28.000,6.04,154.69,-5.46,2.58
2019-06-04T22:50:28.000,6.77,152.83,-6.02,3.09
2019-06-04T22:52:28.000,7.15,152.25,-6.33,3.33
2019-06-04T22:54:28.000,6.77,150.43,-5.88,3.34
2019-06-04T22:56:28.000,6.86,155.10,-6.22,2.89
2019-06-04T22:58:28.000,7.73,159.84,-7.25,2.66
2019-06-04T23:00:28.000,6.67,160.26,-6.28,2.25
2019-06-04T23:02:28.000,7.25,162.92,-6.93,2.13
2019-06-04T23:04:28.000,6.86,158.52,-6.39,2.51
2019-06-04T23:06:28.000,6.67,161.82,-6.34,2.08
2019-06-04T23:08:28.000,5.94,158.71,-5.53,2.15
2019-06-04T23:10:28.000,6.14,156.73,-5.65,2.43
2019-06-04T23:12:28.000,5.73,153.82,-5.14,2.53
2019-06-04T23:14:28.000,5.94,148.55,-5.06,3.10
2019-06-04T23:16:28.000,6.86,146.85,-5.74,3.75
2019-06-04T23:18:28.000,6.46,132.35,-4.35,4.77
2019-06-04T23:20:28.000,5.10,144.75,-4.16,2.94
2019-06-04T23:22:28.000,5.31,132.92,-3.61,3.88
2019-06-04T23:24:28.000,3.99,137.65,-2.95,2.69
2019-06-04T23:26:28.000,4.68,130.50,-3.04,3.55
2019-06-04T23:28:28.000,3.18,130.54,-2.07,2.42
2019-06-04T23:30:28.000,5.31,129.56,-3.38,4.09
2019-06-04T23:32:28.000,4.99,123.73,-2.77,4.15
2019-06-04T23:34:28.000,4.45,104.74,-1.13,4.31
2019-06-04T23:36:28.000,6.25,82.43,0.82,6.20
2019-06-04T23:38:28.000,4.22,132.35,-2.85,3.12
2019-06-04T23:40:28.000,5.10,139.19,-3.86,3.33
2019-06-04T23:42:28.000,5.41,119.83,-2.69,4.69
2019-06-04T23:44:28.000,7.92,121.89,-4.18,6.72
2019-06-04T23:46:28.000,8.40,116.07,-3.69,7.54
2019-06-04T23:48:28.000,9.93,112.81,-3.85,9.15
2019-06-04T23:50:28.000,8.11,121.23,-4.20,6.93
2019-06-04T23:52:28.000,5.83,98.77,-0.89,5.76
2019-06-04T23:54:28.000,8.68,104.37,-2.15,8.41
2019-06-04T23:56:28.000,5.20,111.11,-1.87,4.85
2019-06-04T23:58:28.000,3.99,110.24,-1.38,3.75
2019-06-05T00:00:28.000,8.30,102.49,-1.80,8.11
2019-06-05T00:02:28.000,8.49,100.11,-1.49,8.36
2019-06-05T00:04:28.000,4.88,106.84,-1.42,4.68
2019-06-05T00:06:28.000,5.41,107.12,-1.59,5.17
2019-06-05T00:08:28.000,3.99,110.89,-1.42,3.73
2019-06-05T00:10:28.000,5.31,108.06,-1.64,5.04
2019-06-05T00:12:28.000,7.73,100.29,-1.38,7.60
2019-06-05T00:14:28.000,6.46,95.31,-0.60,6.43
2019-06-05T00:16:28.000,10.19,98.09,-1.43,10.09
2019-06-05T00:18:28.000,12.33,78.90,2.37,12.10
2019-06-05T00:20:28.000,9.12,78.50,1.82,8.94
2019-06-05T00:22:28.000,14.18,77.94,2.96,13.86
2019-06-05T00:24:28.000,13.11,78.63,2.59,12.85
2019-06-05T00:26:28.000,12.49,77.23,2.76,12.18
2019-06-05T00:28:28.000,13.58,72.84,4.01,12.98
2019-06-05T00:30:28.000,10.95,79.80,1.94,10.77
2019-06-05T00:32:28.000,11.77,81.23,1.80,11.63
2019-06-05T00:34:28.000,10.45,76.76,2.39,10.17
2019-06-05T00:36:28.000,12.25,74.19,3.34,11.79
2019-06-05T00:38:28.000,14.77,75.90,3.60,14.33
2019-06-05T00:40:28.000,16.84,69.33,5.94,15.75
2019-06-05T00:42:28.000,19.88,66.69,7.86,18.25
2019-06-05T00:44:28.000,14.70,73.89,4.08,14.12
2019-06-05T00:46:28.000,15.07,74.08,4.13,14.49
2019-06-05T00:48:28.000,16.28,72.46,4.90,15.52
2019-06-05T00:50:28.000,16.49,73.63,4.65,15.82
2019-06-05T00:52:28.000,11.69,71.90,3.63,11.11
2019-06-05T00:54:28.000,16.49,73.09,4.80,15.78
2019-06-05T00:56:28.000,14.62,74.99,3.79,14.12
2019-06-05T00:58:28.000,13.50,72.61,4.04,12.88
2019-06-05T01:00:28.000,14.62,69.60,5.10,13.71
2019-06-05T01:02:28.000,16.84,73.55,4.77,16.15
2019-06-05T01:04:28.000,17.81,68.94,6.40,16.62
2019-06-05T01:06:28.000,13.95,69.91,4.79,13.10
2019-06-05T01:08:28.000,15.00,70.77,4.94,14.16
2019-06-05T01:10:28.000,18.68,67.58,7.12,17.27
2019-06-05T01:12:28.000,14.70,64.34,6.37,13.25
2019-06-05T01:14:28.000,23.84,64.33,10.33,21.48
2019-06-05T01:16:28.000,19.08,54.65,11.04,15.56
2019-06-05T01:18:28.000,22.03,56.52,12.15,18.37
2019-06-05T01:20:28.000,21.45,62.70,9.84,19.06
2019-06-05T01:22:28.000,17.18,61.90,8.09,15.16
2019-06-05T01:24:28.000,17.12,67.46,6.56,15.81
2019-06-05T01:26:28.000,15.57,57.11,8.45,13.07
2019-06-05T01:28:28.000,13.42,61.64,6.38,11.81
2019-06-05T01:30:28.000,14.47,59.50,7.35,12.47
2019-06-05T01:32:28.000,13.88,60.11,6.92,12.03
2019-06-05T01:34:28.000,12.41,57.32,6.70,10.45
2019-06-05T01:36:28.000,11.11,63.24,5.00,9.92
2019-06-05T01:38:28.000,10.87,56.60,5.98,9.07
2019-06-05T01:40:28.000,11.28,64.39,4.88,10.17
2019-06-05T01:42:28.000,10.37,59.45,5.27,8.93
2019-06-05T01:44:28.000,11.77,71.84,3.67,11.19
2019-06-05T01:46:28.000,9.66,62.41,4.47,8.56
2019-06-05T01:48:28.000,12.33,66.70,4.88,11.33
2019-06-05T01:50:28.000,13.80,71.94,4.28,13.12
2019-06-05T01:52:28.000,13.95,64.24,6.06,12.57
2019-06-05T01:54:28.000,13.19,67.22,5.11,12.16
2019-06-05T01:56:28.000,11.69,53.20,7.00,9.36
2019-06-05T01:58:28.000,11.44,50.06,7.35,8.77
2019-06-05T02:00:28.000,13.95,64.47,6.01,12.59
2019-06-05T02:02:28.000,14.55,63.69,6.45,13.04
2019-06-05T02:04:28.000,12.64,59.15,6.48,10.85
2019-06-05T02:06:28.000,13.27,60.72,6.49,11.57
2019-06-05T02:08:28.000,14.62,62.92,6.66,13.02
2019-06-05T02:10:28.000,17.32,62.22,8.07,15.33
2019-06-05T02:12:28.000,17.25,53.12,10.35,13.80
2019-06-05T02:14:28.000,19.01,65.74,7.81,17.33
2019-06-05T02:16:28.000,19.01,68.12,7.08,17.64
2019-06-05T02:18:28.000,21.58,67.05,8.41,19.87
2019-06-05T02:20:28.000,19.94,76.15,4.77,19.36
2019-06-05T02:22:28.000,18.21,69.11,6.49,17.02
2019-06-05T02:24:28.000,15.71,70.73,5.18,14.83
2019-06-05T02:26:28.000,12.41,58.08,6.56,10.53
2019-06-05T02:28:28.000,12.80,61.10,6.19,11.21
2019-06-05T02:30:28.000,12.18,65.57,5.03,11.09
2019-06-05T02:32:28.000,10.87,69.57,3.79,10.18
2019-06-05T02:34:28.000,17.67,75.27,4.49,17.09
2019-06-05T02:36:28.000,12.18,66.04,4.94,11.13
2019-06-05T02:38:28.000,18.15,72.55,5.44,17.31
2019-06-05T02:40:28.000,16.77,58.56,8.75,14.31
2019-06-05T02:42:28.000,19.28,64.97,8.15,17.47
2019-06-05T02:44:28.000,21.51,69.18,7.65,20.11
2019-06-05T02:46:28.000,20.07,62.33,9.32,17.78
2019-06-05T02:48:28.000,18.81,58.65,9.79,16.06
2019-06-05T02:50:28.000,26.28,68.35,9.69,24.43
2019-06-05T02:52:28.000,21.77,60.75,10.64,18.99
2019-06-05T02:54:28.000,22.68,65.08,9.56,20.57
2019-06-05T02:56:28.000,23.45,65.52,9.72,21.34
2019-06-05T02:58:28.000,22.22,62.18,10.37,19.66
2019-06-05T03:00:28.000,19.08,59.44,9.70,16.43
2019-06-05T03:02:28.000,25.83,57.96,13.70,21.89
2019-06-05T03:04:28.000,20.80,60.72,10.17,18.14
2019-06-05T03:06:28.000,23.32,59.58,11.81,20.11
2019-06-05T03:08:28.000,19.34,53.41,11.53,15.53
2019-06-05T03:10:28.000,19.08,59.17,9.78,16.38
2019-06-05T03:12:28.000,24.48,65.28,10.24,22.24
2019-06-05T03:14:28.000,21.06,61.08,10.18,18.43
2019-06-05T03:16:28.000,23.45,75.87,5.73,22.74
2019-06-05T03:18:28.000,18.74,65.18,7.87,17.01
2019-06-05T03:20:28.000,19.81,74.24,5.38,19.06
2019-06-05T03:22:28.000,26.09,74.02,7.18,25.08
2019-06-05T03:24:28.000,18.55,64.82,7.89,16.78
2019-06-05T03:26:28.000,21.25,60.57,10.44,18.51
2019-06-05T03:28:28.000,21.38,65.12,9.00,19.40
2019-06-05T03:30:28.000,23.84,65.64,9.83,21.71
2019-06-05T03:32:28.000,24.80,74.75,6.52,23.93
2019-06-05T03:34:28.000,19.74,62.38,9.15,17.49
2019-06-05T03:36:28.000,19.61,64.32,8.50,17.67
2019-06-05T03:38:28.000,19.88,62.18,9.28,17.58
2019-06-05T03:40:28.000,22.61,66.60,8.98,20.75
2019-06-05T03:42:28.000,21.77,70.23,7.36,20.49
2019-06-05T03:44:28.000,19.14,64.98,8.10,17.35
2019-06-05T03:46:28.000,23.19,70.66,7.68,21.89
2019-06-05T03:48:28.000,24.54,67.67,9.33,22.70
2019-06-05T03:50:28.000,20.67,70.95,6.75,19.54
2019-06-05T03:52:28.000,17.67,69.97,6.05,16.60
2019-06-05T03:54:28.000,17.53,69.45,6.15,16.42
2019-06-05T03:56:28.000,18.48,72.35,5.60,17.61
2019-06-05T03:58:28.000,20.34,72.31,6.18,19.38
2019-06-05T04:00:28.000,14.18,67.15,5.51,13.06
2019-06-05T04:02:28.000,13.19,69.53,4.61,12.36
2019-06-05T04:04:28.000,15.99,76.56,3.72,15.55
2019-06-05T04:06:28.000,16.35,77.71,3.48,15.97
2019-06-05T04:08:28.000,22.16,79.77,3.93,21.81
2019-06-05T04:10:28.000,19.41,71.69,6.10,18.43
2019-06-05T04:12:28.000,17.60,75.63,4.37,17.05
2019-06-05T04:14:28.000,17.25,73.46,4.91,16.54
2019-06-05T04:16:28.000,14.18,71.78,4.43,13.46
2019-06-05T04:18:28.000,15.14,74.20,4.12,14.57
2019-06-05T04:20:28.000,16.06,71.66,5.05,15.25
2019-06-05T04:22:28.000,15.71,70.74,5.18,14.83
2019-06-05T04:24:28.000,17.81,66.11,7.21,16.29
